nr,Artikelid,Varnummer,Namn,Namn2,Prisinklmoms,Pant,Volymiml,PrisPerLiter,Saljstart,Slutlev,Varugrupp,Forpackning,Forslutning,Ursprung,Ursprunglandnamn,Producent,Leverantor,Argang,Provadargang,Alkoholhalt,Sortiment,Ekologisk,Koscher,RavarorBeskrivning,fyllighet,stravhet,fruktsyra,smak,doft
213801,693297,2138,Lasse Stefanz,Valpolicella Classico,99,NA,750,132,2012-08-27,NA,"Rott vin, Mjukt & Barigt",Flaska,Naturkork,"Venetien, Valpolicella, Valpolicella Classico",Italien,Luigi Righetti,janake wine group AB,2013,2013,12.5%,FS,0,0,,5,6,10,barig.fat.korsbar.blabar.oregano,barig.fat.skogsbar.oregano.kryddor
214301,675090,2143,Villa Marina,Rosso Conero,83,NA,750,110.67,2012-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Marche, Rosso Conero",Italien,Antichi Poderi del Conero,Tryffelsvinet AB,2010,2010,13.5%,FS,0,0,Montepulciano.,8,8,9,kryddig.fatkaraktar.morka korsbar.tobak.plommon.lakrits,kryddig.aningen utvecklad.fatkaraktar.morka korsbar.pinjenotter.plommon.tobak
214401,634253,2144,Poliziano Vino Nobile di Montepulciano,Viti Nuove,154,NA,750,205.33,2012-04-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Vino Nobile di Montepulciano",Italien,Poliziano,Johan Lidby Vinhandel AB,2011,2011,14.5%,FS,0,0,Sangiovese.,9,9,9,nyanserad.kryddig.fatkaraktar.korsbar.plommon.tobak.kakao,nyanserad.kryddig.fatkaraktar.morka korsbar.plommon.choklad.pinjenotter
214508,504633,2145,SomeZin,Zinfandel,229,NA,3000,76.33,2010-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Box,Tryckknapp topp,Kalifornien,USA,Oak Ridge Winery,Prime Wine Sweden AB,2013,2013,14%,FS,0,0,Zinfandel.,7,6,8,mycket fruktig.fat.bjornbarssylt.plommon.mjolkchoklad.vanilj,mycket fruktig.fat.bjornbar.plommon.mjolkchoklad.vanilj
215101,714108,2151,Xavier,Grenache Vielles Vignes,87,NA,750,116,2013-03-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Rhonedalen, C�tes du Rh�ne",Frankrike,Xavier Vins,Vinovativa AB,2011,2011,14.5%,FS,0,0,85% grenache och 15% syrah.,9,8,9,kryddig.nyanserad.hallon.enetra.russin.peppar.torkade orter.lagerblad,kryddig.nyanserad.hallon.enetra.russin.torkade orter.lakrits.lagerblad
215601,864327,2156,Anakena,Syrah,59,NA,750,78.67,2014-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Valle Central,Chile,Anakena,Theisvine AB,2013,2013,13%,FSN,0,0,Syrah.,8,8,9,fruktigt.nagot kryddig.morka bar.peppar.orter,fruktigt.nagot kryddig.morka bar.peppar.lakrits
216201,810367,2162,SM Cannonau di Sardegna,DOC,79,NA,750,105.33,2014-03-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Sardinien, Cannonau di Sardegna",Italien,Sella & Mosca Commerciale Srl,Matric Italgross AB,2012,2012,14%,FS,0,0,Cannonau.,8,8,9,kryddig.fat.morka korsbar.slanbar.torkade orter.pinjenotter,kryddig.fruktig.fat.morka korsbar.salvia.blabar.choklad.pinjenotter
216601,805439,2166,Helderberg,The Odyssey,95,NA,750,126.67,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Helderberg Winery,Prime Wine Sweden AB,2013,2013,14.5%,FS,0,0,"75% cabernet sauvignon, 12% merlot, 4% cabernet franc, 5% petit verdot och 4% malbec.",9,8,9,mycket fruktig.nyanserad.fatkaraktar.svarta vinbar.ceder.orter.choklad,mycket fruktig.fatkaraktar.svarta vinbar.ceder.plommon.peppar.choklad
216701,507128,2167,Terre de Mistral,,69,NA,750,92,2010-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,"Rhonedalen, C�tes du Rh�ne",Frankrike,Les Vignerons d'Estezargues,Enjoy Wine & Spirits AB,2013,2013,14%,FS,0,0,"Grenache, syrah, carignan och mourv�dre.",8,8,9,kryddig.fruktig.bjornbar.plommon.lagerblad.fankal.ros<U+00E9>peppar,kryddig.fruktig.bjornbar.plommon.fankal.lagerblad.ros<U+00E9>peppar
218001,300855,2180,Troppo,Merlot Cabernet,69,NA,750,92,2008-04-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Sicilien,Italien,Enjoy Wine & Spirits,Enjoy Wine & Spirits AB,2011,2011,13.5%,FS,1,0,70% merlot och 30% cabernet sauvignon.,6,6,9,fruktig.fat.korsbar.sotlakrits.orter,fruktig.aningen brand.fat.korsbar.orter.lakrits
218002,300846,2180,Troppo,Merlot Cabernet,44,NA,375,117.33,2008-04-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Sicilien,Italien,Enjoy Wine & Spirits,Enjoy Wine & Spirits AB,2011,2011,13.5%,FS,1,0,Merlot och cabernet sauvignon.,6,6,9,fruktig.fat.korsbar.sotlakrits.orter,fruktig.aningen brand.fat.korsbar.orter.lakrits
218301,858472,2183,El Mar,Syrah,75,NA,750,100,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Jumilla,Spanien,Hacienda del Carche,The Wine Team,2013,2013,13.5%,FSN,0,0,Syrah.,8,8,9,mycket fruktig.fat.bjornbar.viol.blabar.morka korsbar.orter.lakrits,mycket fruktig.fat.bjornbar.viol.morka korsbar.orter.lakrits
218601,772350,2186,Amplus,Cabernet Sauvignon Carmenere,109,NA,750,145.33,2013-12-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Maipo,Chile,Vi�a Santa Ema,Stellan Kramer AB,2011,2011,13.5%,FS,0,0,65% cabernet sauvignon och 35% carmen�re.,9,9,9,nyanserad.mycket fruktig.fat.svarta vinbar.viol.ceder.mynta.korsbar,nyanserad.mycket fruktig.fat.svarta vinbar.viol.mynta.korsbar
219101,848126,2191,Journey's End,Shiraz,139,NA,750,185.33,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Journey's End,Vinunic AB,2012,2012,13.5%,FSN,0,0,Shiraz.,9,9,9,nyanserad.fruktig.fatkaraktar.bjornbar.lagerblad.plommon.choklad.peppar,nyanserad.fruktig.fatkaraktar.bjornbar.lagerblad.plommon.mork choklad.orter
219401,381689,2194,Fox Creek,Red Baron Shiraz,109,NA,750,145.33,2009-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"South Australia, McLaren Vale",Australien,Fox Creek Wines,Stellan Kramer AB,2013,2013,14.5%,FS,0,0,98% shiraz och 2% cabernet sauvignon.,9,9,9,mycket fruktig.fatkaraktar.bjornbar.svarta vinbar.mork choklad.vanilj.orter.lakrits,stor.fruktig.fatkaraktar.bjornbar.mynta.mork choklad.kaffe.vanilj
2201301,830942,22013,Barbaresco,Prunotto,199,NA,750,265.33,2014-06-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Piemonte, Barbaresco",Italien,Prunotto,Sigva AB,2010,2010,13.5%,FS,0,0,Nebbiolo.,9,10,10,nyanserad.kryddig.fatkaraktar.torkade tranbar.kanel.nypon.bergamott,nyanserad.kryddig.fatkaraktar.torkade tranbar.korsbar.nypon.rosor.vanilj
220401,243594,2204,Ch�teau Bouscass�,,119,NA,750,158.67,2007-04-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Frankrike sydvast, Madiran",Frankrike,Alain Brumont,Vinunic AB,2009,2009,14.5%,FS,0,0,"50% tannat, 26% cabernet sauvignon och 24% cabernet franc.",10,11,11,rikt vin.fatkaraktar.bjornbar.tobak.svarta oliver.plommon.lagerblad,nyanserad.fatkaraktar.bjornbar.lavendel.svarta oliver.vitpeppar.plommon.lagerblad
2205501,17051,22055,Jacobsdal,Pinotage,109,NA,750,145.33,1999-04-06,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Jacobsdal Wine Estate,janake wine group AB,2011,2011,14%,FS,0,0,Pinotage,9,8,9,fruktig.aningen utvecklad.rokig.fatkaraktar.morka bar.rosmarin.peppar.kakao,fruktig.aningen utvecklad.fatkaraktar.tobak.plommon.rosmarin.mork choklad
220802,856818,2208,Ser Lapo,Riserva,89,NA,375,237.33,2014-09-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Castello di Fonterutoli,The WineAgency Sweden AB,2010,2010,13.5%,FSN,0,0,90% sangiovese och 10% merlot.,8,8,10,kryddig.nyanserad.fatkaraktar.korsbar.kanel.mork choklad.sandeltra,kryddig.nyanserad.fatkaraktar.morka korsbar.nougat.plommon.farska orter.sandeltra
2209501,30272,22095,Stellenzicht,Golden Triangle Shiraz,105,NA,750,140,2001-10-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Stellenzicht,janake wine group AB,2011,2011,14%,FS,0,0,Shiraz.,9,8,9,mycket fruktig.rostad fatkaraktar.bjornbar.plommon.vanilj.mynta.choklad,mycket fruktig.rostad fatkaraktar.bjornbar.plommon.choklad.sotlakrits.mynta
221101,19388,2211,Domaine du Vieux Lazaret,,211,NA,750,281.33,1999-08-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne, Ch�teauneuf-du-Pape",Frankrike,Domaine du Vieux Lazaret,Pernod Ricard Sweden AB,2011,2011,14.5%,FS,0,0,"Grenache, syrah, mourv�dre, cinsault och counoise.",10,9,10,kryddig.nyanserad.skogshallon.bjornbar.plommon.lagerblad.peppar.tobak,kryddig.nyanserad.fat.skogshallon.lagerblad.plommon.peppar.charkuterier.lakrits
221102,221514,2211,Domaine du Vieux Lazaret,,100,NA,375,266.67,2006-10-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne, Ch�teauneuf-du-Pape",Frankrike,Domaine du Vieux Lazaret,Pernod Ricard Sweden AB,2011,2011,14.5%,FS,0,0,"Grenache, syrah, mourv�dre, cinsault och counoise.",10,9,10,kryddig.nyanserad.skogshallon.bjornbar.plommon.lagerblad.peppar.tobak,kryddig.nyanserad.fat.skogshallon.lagerblad.plommon.peppar.charkuterier.lakrits
221201,434320,2212,Reserve du Vieux Noir,Malbec,69,NA,750,92,2010-03-24,NA,"Rott vin, Stramt & Nyanserat",Flaska,Skruvkapsyl,"Frankrike sydvast, Cahors",Frankrike,Abrard et Fils,janake wine group AB,2012,2012,13%,FS,0,0,Malbec.,8,10,9,kryddig.bjornbar.blabar.viol.lakrits.rosmarin,kryddig.bjornbar.blabar.peppar.vanilj.lakrits
221301,714883,2213,Domaine de la Curni�re,,129,NA,750,172,2013-03-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne, Vacqueyras",Frankrike,Domaine de la Curni�re,Domaine Wines Sweden AB,2012,2012,14.5%,FS,0,0,"Grenache, syrah och mourv�dre.",9,8,9,kryddig.nyanserad.morka bar.rosmarin.hallon.peppar.lagerblad,kryddig.nyanserad.bjornbar.rosmarin.hallon.lagerblad.choklad
221401,395698,2214,Lirac,Les Chenaies,99,NA,750,132,2009-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Rhonedalen, C�tes du Rh�ne, Lirac",Frankrike,Ogier,Spendrups Bryggeri AB,2012,2012,15%,FS,0,0,"60% grenache, 25% syrah och 15% mourv�dre.",9,9,9,rikt.fruktigt.kryddigt vin.hallon.bjornbar.lavendel.vitpeppar.orter,stor.kryddig.hallon.bjornbar.farska orter.lavendel.vitpeppar
222001,797537,2220,Stielle,,179,NA,750,238.67,2013-12-02,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,Toscana,Italien,Rocca di Castagnoli,Gullberg by Stockwine AB,2001,2001,13.5%,FS,0,0,70% sangiovese och 30% cabernet sauvignon.,9,9,9,balanserad.mogen.fatkaraktar.torkad frukt.tobak.plommon.kakao.notter.lader,komplex.mogen.fatkaraktar.torkad frukt.tobak.plommon.lakrits.notter.lader
222201,585568,2222,De Loach,Russian River Valley Pinot Noir,185,NA,750,246.67,2011-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Kalifornien, North Coast, Sonoma County, Russian River Valley",USA,De Loach Vineyards,Arvid Nordquist Vin och Sprithandel,2012,2012,13.5%,FS,0,0,90% pinot noir och 10% syrah.,7,6,9,kryddig.nyanserad.fatkaraktar.jordgubbar.mynta.skogshallon.kaffe.choklad,nyanserad.kryddig.rostad fatkaraktar.jordgubbar.mynta.korsbar.choklad.kaffe
222301,812149,2223,Carabal,Rasgo Tempranillo,69,NA,750,92,2014-03-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,Ribera del Guadiana,Spanien,Carabal Vi�edos y Bodega,Vinunic AB,2012,2012,14.5%,FS,0,0,Tempranillo.,8,8,9,mycket fruktig.fat.morka korsbar.lagerblad.plommon.lakrits,fruktig.nagot kryddig.fat.morka korsbar.viol.plommon.lakrits
222602,1553,2226,Chatelle,Coteaux du Languedoc,39,NA,375,104,1987-10-01,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Languedoc-Roussillon, Coteaux du Languedoc",Frankrike,Altia,Altia Sweden AB,2012,2012,12.5%,FS,0,0,"Carignan, grenache, cinsaut och syrah.",5,5,9,barig.skogsbar.gras.lakrits,barig.skogsbar.gras.lakrits
2227301,38624,22273,Stellenzicht,Golden Triangle Pinotage,99,NA,750,132,2003-05-05,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Western Cape, Coastal Region, Stellenbosch",Sydafrika,Stellenzicht,janake wine group AB,2012,2012,14%,FS,0,0,Pinotage.,9,8,9,mycket fruktig.rostad fatkaraktar.bjornbar.plommon.choklad.eukalyptus,mycket fruktig.rostad fatkaraktar.plommon.bjornbar.choklad.eukalyptus.orter
2228301,38733,22283,Cline,Zinfandel,89,NA,750,118.67,2003-03-03,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Kalifornien,USA,Cline Cellars,Vinunic AB,2013,2013,14%,FS,0,0,"75% zinfandel, 13% carignan, 6% mourv�dre, 3% barbera samt 3% ovriga druvsorter",7,5,8,mycket fruktig.hallon.blabar.vanilj,mycket fruktig.hallon.korsbar.orter.vanilj
2229708,39809,22297,Appasanto,Castillo de Anna,149,NA,3000,49.67,2003-04-07,NA,"Rott vin, Mjukt & Barigt",Box,Vingtapp,Valencia,Spanien,Anecoop,Winepartners Nordic AB,2013,2013,13.5%,FS,0,0,Tempranillo.,5,5,9,barig.ungdomlig.morka bar.lakrits.gras,barig.ungdomlig.morka bar.muskot.gras
2229901,39999,22299,Domaine Lalande R�serve,Merlot,69,NA,750,92,2003-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Languedoc-Roussillon, VdP d'Oc",Frankrike,Domaine Lalande,Domaine Wines Sweden AB,2012,2012,12.5%,FS,0,0,Merlot.,6,5,9,fruktig.blabar.plommon.orter,fruktig.plommon.korinter.svarta vinbar.orter
2230001,272080,22300,Fontanafredda Ebbio,Langhe Nebbiolo,99,NA,750,132,2007-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Piemonte, Langhe",Italien,Fontanafredda,Enjoy Wine & Spirits AB,2012,2012,13.5%,FS,0,0,Nebbiolo.,8,9,9,kryddig.fatkaraktar.korsbar.kanel.lakrits.lavendel.vanilj,nyanserad.kryddig.fatkaraktar.korsbar.choklad.kanel.lakrits.rosmarin
2231001,12582,22310,Lambrusco Reggiano,Dolce,55,NA,750,73.33,1997-01-01,NA,"Rott vin, Sott",Flaska,Naturkork,"Emilia-Romagna, Reggiano",Italien,Donelli,Enjoy Wine & Spirits AB,NA,NA,7%,FS,0,0,,5,NA,8,nagot spritsigt vin.ungdomlig.barig.sotma.blabar.korsbar.mandel.orter,barig.ungdomlig.blabar.korsbar.mandel
2231401,12733,22314,Velletri,Riserva,89,NA,750,118.67,1997-04-07,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Plastkork/syntetkork,"Latium, Velletri",Italien,Vini di Velletri,Ward Wines AB,2009,2009,13.5%,FS,0,0,"Montepulciano, cesanese och sangiovese.",7,6,9,utvecklad.kryddig.fat.torkade korsbar .russin.choklad.kanel,utvecklad.kryddig.fat.torkade korsbar .russin.lader.kanel
2232001,30148,22320,Bolla Le Poiane,Ripasso,119,NA,750,158.67,2001-12-03,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Valpolicella Classico, Valpolicella Classico Superiore",Italien,Bolla,Arvid Nordquist Vin och Sprithandel,2012,2012,14%,FS,0,0,"Corvina, rondinella, molinara",8,8,9,kryddig.nyanserad.fat.morka korsbar.salvia.viol.lakrits.choklad,kryddig.nyanserad.fat.morka korsbar.salvia.viol.choklad.vanilj
2232801,25924,22328,Chianti Classico Riserva,Beni Duilio,131,NA,750,174.67,2000-10-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Toscana, Chianti, Chianti Classico",Italien,Castellani,Nigab,2009,2009,13%,FS,0,0,Sangiovese.,8,9,9,kryddig.fatkaraktar.korsbar.orter.kakao.pinjenotter,kryddig.fatkaraktar.korsbar.torkade orter.kanel.choklad.pinjenotter
223301,22525,2233,Ch�teau Pech-Latt,,99,NA,750,132,2000-03-06,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Languedoc-Roussillon, Corbi�res",Frankrike,Ch�teau Pech-Latt,Sigva AB,2013,2013,13%,FS,1,0,"Carignan, grenache, syrah och mourv�dre.",7,7,9,fruktig.fat.skogsbar.viol.kakao.orter,fruktig.fat.skogsbar.viol.choklad.orter
2233501,677903,22335,Candidato,Tempranillo,54,1,750,72,2012-10-01,NA,"Rott vin, Mjukt & Barigt",PET-flaska,Skruvkapsyl,VdlT Castilla,Spanien,Cosecheros y Criadores,Arvid Nordquist Vin och Sprithandel,2013,2013,13%,FS,1,0,Tempranillo.,4,5,9,barig.bjornbar.slanbar.sotlakrits,barig.aningen brand.morka bar.hallon.lakrits
2233508,243476,22335,Candidato,Tempranillo,159,NA,3000,53,2006-12-29,NA,"Rott vin, Fruktigt & Smakrikt",Box,Vingtapp,VdlT Castilla,Spanien,Cosecheros y Criadores,Arvid Nordquist Vin och Sprithandel,2013,2013,13%,FSB,1,0,,4,5,9,barig.bjornbar.slanbar.sotlakrits,barig.aningen brand.morka bar.hallon.lakrits
2233701,621276,22337,Girard,Old Vine Zinfandel,179,NA,750,238.67,2012-04-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Kalifornien, North Coast, Napa Valley",USA,Girard,Terrific Wines AB,2012,2012,15%,FS,0,0,Zinfandel.,10,8,9,generost fruktig.fatkaraktar.bjornbar.jordgubbar.choklad.orter.vanilj,mycket fruktig.fatkaraktar.morka bar.choklad.basilika.jordgubbar.vanilj
223401,824415,2234,Ironstone,Cabernet Franc,97,NA,750,129.33,2014-06-02,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Plastkork/syntetkork,"Kalifornien, Central Valley, Lodi",USA,Ironstone Vineyards,Stellan Kramer AB,2012,2012,13.5%,FS,0,0,Cabernet franc.,7,6,9,fruktig.fat.korsbar.vanilj.hallon.peppar.choklad,fruktig.fat.korsbar.vanilj.hallon.choklad
2234601,848708,22346,Barra of Mendocino,Cabernet Sauvignon,119,NA,750,158.67,2014-09-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Kalifornien, North Coast, Mendocino County",USA,Barra of Mendocino,Prime Wine Sweden AB,2012,2012,14%,FSN,1,0,Cabernet sauvignon.,9,9,9,mycket fruktig.fatkaraktar.svarta vinbar.orter.korinter.ceder.kakao,mycket fruktig.fatkaraktar.svarta vinbar.choklad.orter.korinter.ceder
2235001,13541,22350,Tommasi,Amarone della Valpolicella Classico,285,NA,750,380,1997-05-06,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico",Italien,Tommasi Viticoltori,Hermansson & Co AB,2011,2011,15%,FS,0,0,"Corvina veronese, rondinella, corvinone och oseleta.",10,9,9,kryddig.liten sotma.fat.torkade korsbar.romrussin.notter.vanilj.choklad,kryddig.fat.korinter.torkade korsbar.lakrits.notter.choklad
2235002,28811,22350,Tommasi,Amarone della Valpolicella Classico,150,NA,375,400,2001-05-07,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico",Italien,Tommasi Viticoltori,Hermansson & Co AB,2011,2011,15%,FS,0,0,"Corvina veronese, rondinella, corvinone och oseleta.",10,9,9,kryddig.liten sotma.fat.torkade korsbar.romrussin.notter.vanilj.choklad,kryddig.fat.korinter.torkade korsbar.lakrits.notter.choklad
2235006,690904,22350,Tommasi,Amarone della Valpolicella Classico,628,NA,1500,418.67,2012-10-01,NA,"Rott vin, Kryddigt & Mustigt",Magnum,Naturkork,"Venetien, Valpolicella, Amarone della Valpolicella, Amarone della Valpolicella Classico",Italien,Tommasi Viticoltori,Hermansson & Co AB,2008,2008,15%,FSB,0,0,,10,9,9,kryddig.liten sotma.fat.torkade korsbar.romrussin.notter.vanilj.choklad,kryddig.fat.korinter.torkade korsbar.lakrits.notter.choklad
223601,272110,2236,Ch�teau Gratien,,71,NA,750,94.67,2007-10-01,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Loiredalen, Anjou-Saumur, Saumur-Champigny",Frankrike,Gratien & Meyer,Henkell & Co Sverige AB,2011,2011,12.5%,FS,0,0,Cabernet franc.,7,7,9,ungdomlig.ortig.svarta vinbar.viol.gras.lakrits,ungdomlig.ortig.svarta vinbar.viol.peppar.lagerblad
2238201,831001,22382,Corte Giara,Corvina Veronese,69,NA,750,92,2014-06-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Venetien, Veronese",Italien,Corte Giara,The WineAgency Sweden AB,2013,2013,13%,FS,0,0,Corvina.,5,5,10,barig.korsbar.hallon.viol.kryddor,barig.korsbar.blabar.viol.kryddor
2240901,41888,22409,i Castei,Ripasso,119,NA,750,158.67,2003-08-04,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,"Venetien, Valpolicella, Valpolicella Classico, Valpolicella Classico Superiore",Italien,Castellani,Chris-Wine AB,2012,2012,14%,FS,0,0,"75% corvina, 20% rondinella och 5% molinara.",9,9,9,nyanserad.kryddig.fatkaraktar.torkade korsbar.romrussin.kakao.lakrits.orter,nyanserad.kryddig.fatkaraktar.korsbar.korinter.salvia.choklad
224101,639124,2241,Il Cuore Per Martina,Appassimento,69,NA,750,92,2011-12-30,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Venetien,Italien,Cantine Riondo,Brandpartners AB,2012,2012,14%,FS,0,0,Merlot.,7,6,9,kryddig.fruktig.fat.korsbar.pinjenotter.jordgubbar.korinter.vanilj,kryddig.fat.morka korsbar.korinter.pinjenotter.mynta.vanilj
2246701,40234,22467,Piccini,Chianti,79,NA,750,105.33,2003-06-02,NA,"Rott vin, Mjukt & Barigt",Flaska,Skruvkapsyl,"Toscana, Chianti",Italien,Gestioni Piccini,Enjoy Wine & Spirits AB,2013,2013,13%,FS,0,0,Sangiovese.,6,6,9,barig.korsbar.slanbar.muskot.kryddor,barig.korsbar.hallon.muskot.lakrits
224901,760213,2249,K�nstler,Pinot Noir Tradition,109,NA,750,145.33,2013-09-02,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Rheingau,Tyskland,K�nstler,Nigab,2012,2012,13.5%,FS,0,0,Pinot noir.,5,4,10,nyanserad.kryddig.fatkaraktar.jordgubbar.sandeltra.lingon.kanel,nyanserad.kryddig.fatkaraktar.jordgubbar.sandeltra.choklad.tranbar.kanel
2256201,42093,22562,Seghesio,Sonoma Zinfandel,189,NA,750,252,2003-10-06,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Skruvkapsyl,"Kalifornien, North Coast, Sonoma County",USA,Seghesio Family Vineyards,Johan Lidby Vinhandel AB,2012,2012,15%,FS,0,0,Zinfandel.,10,8,9,mycket fruktig.tydlig fatkaraktar.bjornbar.hallon.mintchoklad.vanilj,mycket fruktig.tydlig fatkaraktar.bjornbar.blabar.mintchoklad.vanilj
225701,864272,2257,Hawk Crest,Cabernet Sauvignon,149,NA,750,198.67,2014-12-01,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,Kalifornien,USA,Stag's Leap Wine Cellars,Vinunic AB,2007,2007,13.5%,FSN,0,0,95% cabernet sauvignon och 5% petit verdot.,9,9,9,utvecklad.balanserad.fruktig.fatkaraktar.svarta vinbar.ceder.plommon.kakao.orter,nyanserad.utvecklad.fatkaraktar.svarta vinbar.ceder.korsbarspraliner.plommon.orter
2262001,17778,22620,Bonterra,Zinfandel,139,NA,750,185.33,1999-09-06,NA,"Rott vin, Fruktigt & Smakrikt",Flaska,Naturkork,"Kalifornien, North Coast, Mendocino County",USA,Bonterra Vineyards,Concha y Toro Sweden AB,2012,2012,14.5%,FS,1,0,Zinfandel.,8,7,9,mycket fruktig.fatkaraktar.blabar.svartpeppar.mynta.bjornbar.vanilj,mycket fruktig.fatkaraktar.blabar.svartpeppar.mynta.bjornbar.vanilj
226201,271665,2262,La Bastide Blanche,,149,NA,750,198.67,2007-10-01,NA,"Rott vin, Stramt & Nyanserat",Flaska,Naturkork,"Provence, Bandol",Frankrike,Earl Bronzo,Vinia Sweden AB,2012,2012,14.5%,FS,1,0,"70% mourv�dre, 25% grenache, 3% cinsault och 2% carignan.",9,11,10,nyanserad.stram.fatkaraktar.morka bar.enetra.kaffe.kakao.rosmarin.lavendel,nyanserad.fatkaraktar.morka bar.enetra.lavendel.choklad.rosmarin
2265201,13336,22652,Navajas,Crianza,78,NA,750,104,1997-07-21,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Naturkork,Rioja,Spanien,Bodegas Navajas,Vi�a Espa�ola AB,2010,2010,14%,FS,0,0,"Tempranillo, garnacha och mazuelo.",8,8,9,kryddig.utvecklad.fatkaraktar.morka korsbar.korinter.dill.kakao.vanilj,utvecklad.kryddig.fatkaraktar.dill.morka korsbar.korinter.choklad.vanilj
2265304,374867,22653,akesson,Terra dell'Oro Rosso,24,NA,250,96,2009-03-26,NA,"Rott vin, Mjukt & Barigt",Papp,,,Italien,akesson Vin AB,Kiviks Musteri AB,NA,NA,13%,FS,0,0,,5,4,8,barig.muskot.korsbar,barig.muskot.korsbar
2266201,15818,22662,Faustino VII,,77,NA,750,102.67,1998-11-16,NA,"Rott vin, Kryddigt & Mustigt",Flaska,Skruvkapsyl,Rioja,Spanien,Faustino Mart�nez,Bibendum,2012,2012,13%,FS,0,0,"Tempranillo 95%, mazuelo 5%",6,6,9,kryddig.fatkaraktar.torkade korsbar.choklad.vanilj.orter,kryddig.fatkaraktar.torkade korsbar.choklad.vanilj.orter
